@relation Weather

@attribute DateTime date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute Tempature numeric
@attribute Humidity numeric
@attribute Preasure numeric
@attribute Description {Clear,'Partly cloudy',Overcast,Drizzle,'Shower In Vicinity','Light Rain Shower, Rain Shower','Light Rain','Patchy rain possible','Light Rain, Mist','Shallow Fog','Patches Of Fog',Mist,Sunny,Fog,'Shallow Fog, Mist',Rain,'Light Rain, Rain','Heavy Drizzle, Rain','Heavy Drizzle, Haze, Light Rain Shower','Rain Shower','Light Rain, Rain Shower','Shower In Vicinity, Rain Shower','Rain, Light Rain Shower, Rain Shower','Light Drizzle','Light Rain Shower','Rain, Light Rain, Rain Shower','Light Drizzle, Rain','Light Drizzle, Rain Shower','Rain, Mist, Light Rain Shower','Rain, Haze, Rain Shower','Rain, Haze','Light Rain, Rain Shower, Heavy Rain','Heavy Rain','Drizzle, Heavy Rain','Light Rain, Heavy Rain','Rain, Heavy Rain','Mist, Heavy Rain Shower','Heavy Rain Shower','Rain With Thunderstorm','Light rain shower','Rain, Light Rain','Shallow Mist','Light Rain, Fog','Shallow Fog, Fog','Rain Shower, Light Rain Shower','Patches Of Fog, Fog','Fog, Mist'}
@attribute Rain numeric
@attribute 'Wind Speed' numeric
@attribute 'Wind Direction ' numeric
@attribute Visibility numeric
@attribute 'Cloud Cover' numeric
@attribute 'Feels Like' numeric
@attribute UV numeric
@attribute 'Outside Temp' numeric

@data
2019-03-28T18:00:38,33.7,46.8,1021.2,'Shower In Vicinity',0.6,19,30,10,100,25,5,22
2019-03-28T19:00:37,34.1,46.1,1021.5,Overcast,0.6,17,50,10,100,21,5,21
2019-03-28T20:00:38,33.7,46,1022,Overcast,0.7,17,60,10,100,21,0,21
2019-03-28T21:00:38,33.8,45.2,1022.5,'Partly cloudy',1,13,70,10,75,20,0,20
2019-03-28T22:00:39,33.8,46.3,1023.1,'Partly cloudy',0.8,15,70,10,25,19,0,19
2019-03-28T23:00:37,33.2,47.4,1023.5,'Partly cloudy',0.6,9,80,10,50,19,0,19
2019-03-29T00:00:38,32.5,47.7,1023.5,'Heavy Drizzle, Haze, Light Rain Shower',0.4,17,60,5,100,18,0,18
2019-03-29T01:00:38,32.2,47.4,1023.6,'Partly cloudy',0.4,9,100,10,75,18,0,18
2019-03-29T02:00:38,31.7,47.1,1023.6,Clear,0.4,11,100,10,0,18,0,18
2019-03-29T03:00:41,31.5,47.5,1023.6,Clear,0.4,7,110,10,0,17,0,17
2019-03-29T04:00:38,31.4,47,1023.7,'Partly cloudy',0.3,6,110,10,25,17,0,17
2019-03-29T05:00:39,31.1,47.4,1023.5,'Partly cloudy',0.1,7,100,10,75,18,0,18
2019-03-29T06:00:38,30.9,47.8,1023.8,'Partly cloudy',0.1,9,110,10,75,18,0,18
2019-03-29T07:00:38,31,48.3,1023.8,'Partly cloudy',0,6,110,10,75,18,0,18
2019-03-29T08:00:37,31.6,48.1,1024.4,'Partly cloudy',0,13,100,10,75,18,5,18
2019-03-29T09:00:39,31.9,48.3,1024.7,Overcast,0,11,90,10,100,19,4,19
2019-03-29T10:00:38,32.7,47.3,1025.1,'Partly cloudy',0,11,90,10,75,20,6,20
2019-03-29T11:00:38,33.5,45.9,1025.3,'Partly cloudy',0,13,90,10,25,25,6,22
2019-03-29T12:00:38,34.3,45.4,1025,'Partly cloudy',0,20,90,10,75,25,6,23
2019-03-29T13:00:37,35.3,44.2,1024.9,'Partly cloudy',0,30,60,10,75,25,6,24
2019-03-29T14:00:37,36.1,43.1,1024.6,'Partly cloudy',0,30,60,10,75,25,6,24
2019-03-29T15:00:38,37,43,1024.1,'Partly cloudy',0,20,60,10,25,26,7,25
2019-03-29T16:00:37,37,42.4,1024.2,'Partly cloudy',0,24,50,10,25,26,7,25
2019-03-29T17:00:37,36.8,43.8,1024.1,'Partly cloudy',0.1,22,60,10,25,25,6,24
2019-03-29T18:00:40,36.3,44.1,1024.2,Sunny,0.1,20,50,10,0,25,6,23
2019-03-29T19:00:37,36.5,45.1,1024.7,Sunny,0.1,19,60,10,0,25,6,22
2019-03-29T20:00:37,36.1,43.9,1025.2,'Partly cloudy',0.7,13,50,10,75,21,0,21
2019-03-29T21:00:38,35.4,42.6,1025.5,'Partly cloudy',1.4,9,90,10,25,20,0,20
2019-03-29T22:00:38,34.8,43.1,1026,'Partly cloudy',1.4,9,90,10,25,20,0,20
2019-03-29T23:00:38,33.9,42.9,1026,'Partly cloudy',1.3,15,60,10,75,19,0,19
2019-03-30T00:00:38,33.1,44.1,1026,Clear,1.7,9,100,10,0,19,0,19
2019-03-30T01:00:38,32.6,44.5,1026,Clear,1.7,11,110,10,0,18,0,18
2019-03-30T02:00:39,32.5,45.4,1025.9,'Rain Shower',0,7,110,10,25,17,0,17
2019-03-30T03:00:38,32.3,45.4,1025.5,'Rain Shower',0,11,110,10,50,18,0,18
2019-03-30T04:00:38,32.1,45.1,1024.9,'Rain Shower',0,9,120,10,0,17,0,17
2019-03-30T05:00:38,32.1,45.6,1024.7,'Rain Shower',0.1,9,100,10,0,18,0,18
2019-03-30T06:00:38,32,45.9,1025,'Rain Shower',0.1,17,110,10,0,18,0,18
2019-03-30T07:00:38,31.8,46.2,1025.2,'Partly cloudy',0.1,6,80,10,25,18,0,18
2019-03-30T08:00:38,31.8,47.3,1025.3,Sunny,0.1,9,110,10,0,18,5,18
2019-03-30T09:00:37,31.7,46.4,1025.5,Sunny,0.1,11,120,10,0,18,5,18
2019-03-30T10:00:37,32.1,48.1,1025.6,Sunny,0.1,13,120,10,0,19,5,19
2019-03-30T11:00:38,33.1,47,1025.5,Sunny,0.1,11,100,10,0,20,6,20
2019-03-30T12:00:39,33.9,46.4,1025.2,Sunny,0.1,19,90,10,0,25,6,22
2019-03-30T13:00:39,34.1,44.6,1024.9,'Partly cloudy',0.1,26,70,10,25,25,6,23
2019-03-30T14:00:39,34.7,44.3,1024.4,'Partly cloudy',0.1,26,70,10,25,25,6,23
2019-03-30T15:00:39,35.6,42.8,1024,'Partly cloudy',0.3,28,70,10,75,25,6,23
2019-03-30T16:00:38,35.5,41.3,1024.1,'Partly cloudy',0.4,28,70,10,50,26,7,25
2019-03-30T17:00:38,36.2,42,1024.5,Sunny,0.2,28,50,10,0,25,6,24
2019-03-30T18:00:38,36.4,43.7,1024.5,'Partly cloudy',0.1,24,70,10,50,25,6,23
2019-03-30T19:00:38,35.9,40.4,1024.6,'Partly cloudy',0.1,22,70,10,50,25,6,22
2019-03-30T20:00:37,35.4,42.4,1024.4,Clear,0.2,17,90,10,0,21,0,21
2019-03-30T21:00:38,35.4,44,1024.9,Clear,0.2,15,90,10,0,20,0,20
2019-03-30T22:00:39,35,42.5,1025,'Partly cloudy',0.2,19,100,10,75,19,0,19
2019-03-30T23:00:38,34,43.7,1024.8,Clear,0.3,11,110,10,0,19,0,19
2019-03-31T00:00:38,33.1,44.3,1024.5,Clear,2,9,100,10,0,18,0,18
2019-03-31T01:00:37,32.7,45.9,1024.1,Clear,2,9,100,10,0,18,0,18
2019-03-31T02:00:38,32.4,45.6,1024.1,'Partly cloudy',0,9,110,10,25,18,0,18
2019-03-31T03:00:38,32.2,45.6,1023.4,Clear,0,9,90,10,0,18,0,18
2019-03-31T04:00:38,32.1,46,1022.5,'Partly cloudy',0,7,90,10,50,18,0,18
2019-03-31T05:00:38,31.9,46.4,1022.1,Clear,0.1,9,110,10,0,18,0,18
2019-03-31T06:00:38,31.8,45.1,1021.9,'Partly cloudy',0.1,9,110,10,25,18,0,18
2019-03-31T07:00:37,31.9,46.4,1021.6,Clear,0.1,9,80,10,0,17,0,17
2019-03-31T08:00:37,31.6,45.6,1021.5,Sunny,0.1,11,80,10,0,18,5,18
2019-03-31T09:00:38,32,49.6,1022,Sunny,0,13,120,10,0,18,5,18
2019-03-31T10:00:38,32.4,49.4,1022.2,Sunny,0,7,120,10,0,20,6,20
2019-03-31T11:00:39,33.4,50.4,1022.2,'Partly cloudy',0.1,28,60,10,50,25,6,22
2019-03-31T12:00:41,34.3,49.2,1022,'Partly cloudy',0.1,33,40,10,25,26,6,24
2019-03-31T13:00:38,35.2,46.7,1021.2,'Partly cloudy',0.1,28,50,10,75,26,6,24
2019-03-31T14:00:38,36.1,45.2,1020.6,'Partly cloudy',0.1,28,50,10,75,26,6,24
2019-03-31T15:00:37,36.7,44.8,1019.6,'Partly cloudy',0.1,31,20,10,75,26,7,25
2019-03-31T16:00:38,36.9,40.8,1019,'Partly cloudy',0.1,35,30,10,75,25,6,24
2019-03-31T17:00:38,35.8,44.8,1018.8,'Partly cloudy',0,31,30,10,75,26,7,25
2019-03-31T18:00:38,35.8,45.9,1018.7,'Partly cloudy',0,30,40,10,50,26,6,24
2019-03-31T19:00:38,35,47.1,1018.9,'Partly cloudy',0,33,30,10,50,25,6,22
2019-03-31T20:00:38,35.4,45.6,1019.1,'Partly cloudy',0.3,26,40,10,75,25,0,22
2019-03-31T21:00:38,35.9,46.9,1019.6,Clear,0.3,26,40,10,0,21,0,21
2019-03-31T22:00:38,35.8,46.9,1019.5,'Partly cloudy',0.2,20,40,10,75,21,0,21
2019-03-31T23:00:38,35.4,45.9,1019.3,'Partly cloudy',0.2,20,50,10,25,21,0,21
2019-04-01T00:00:39,34.5,46.6,1019.1,'Partly cloudy',0.2,20,50,10,50,21,0,21
2019-04-01T01:00:38,34.1,47,1018.1,'Partly cloudy',0.2,24,30,10,75,21,0,21
2019-04-01T02:00:37,33.7,47.3,1018.1,Clear,0.1,22,40,10,0,21,0,21
2019-04-01T03:00:37,33.5,48.2,1017.4,'Partly cloudy',0.1,20,30,10,75,21,0,21
2019-04-01T04:00:38,33.3,48.2,1016.5,'Partly cloudy',0.1,26,40,10,25,21,0,21
2019-04-01T05:00:38,33.3,49.5,1016.4,'Partly cloudy',0.8,28,30,10,75,21,0,21
2019-04-01T06:00:38,33,48.9,1016.6,'Rain Shower',0.8,28,40,10,100,21,0,21
2019-04-01T07:00:38,32.8,50.1,1016.3,'Rain Shower',1.1,26,40,7,100,20,0,20
2019-04-01T08:00:38,33,49.9,1016,'Light Rain, Rain Shower',0.7,22,20,7,100,20,5,20
2019-04-01T09:00:37,33,50.1,1015.9,'Light Rain, Rain Shower',1,26,20,5,100,20,5,20
2019-04-01T10:00:37,32.9,50.9,1016,'Light Rain, Rain Shower',1,28,30,5,75,20,5,20
2019-04-01T11:00:38,33.4,50.3,1016,'Shower In Vicinity, Rain Shower',1,31,30,10,75,21,5,21
2019-04-01T12:00:37,33.6,49.8,1015.8,'Light Rain, Rain Shower',0.5,26,20,10,75,21,5,21
2019-04-01T13:00:38,33.7,49.9,1015.3,'Rain, Light Rain Shower, Rain Shower',0.5,31,20,5,75,21,5,21
2019-04-01T14:00:38,34.4,48.4,1014.7,'Rain, Light Rain Shower, Rain Shower',1.8,31,20,5,75,21,5,21
2019-04-01T15:00:38,34.9,48.2,1013.7,'Rain Shower',2.3,33,10,10,75,25,5,22
2019-04-01T16:00:38,34.8,48.7,1013.4,'Light Rain, Rain Shower',2.3,26,20,7,75,25,5,22
2019-04-01T17:00:38,35,48.8,1013,'Light Rain, Rain Shower',1.9,30,20,9,75,21,5,21
2019-04-01T18:00:38,35.5,48.4,1012.9,'Rain Shower',1.7,11,20,10,75,25,5,22
2019-04-01T19:00:38,35.4,48.7,1013.5,'Light Rain, Rain Shower',1.7,9,330,10,75,25,5,22
2019-04-01T20:00:38,35.9,52.8,1014.2,'Light Rain',2.3,19,260,7,100,21,0,21
2019-04-01T21:00:37,35.6,48.8,1014.6,'Light Drizzle',5.6,13,230,10,75,20,0,20
2019-04-01T22:00:38,35.4,47.5,1015.1,'Partly cloudy',4.8,15,230,10,75,20,0,20
2019-04-01T23:00:43,34.5,47.6,1015.6,'Partly cloudy',4.8,13,220,10,75,19,0,19
2019-04-02T00:00:38,33.7,48.2,1015.6,'Partly cloudy',3.9,15,220,10,75,19,0,19
2019-04-02T01:00:37,33.1,48.4,1015.6,'Light Rain, Rain Shower',3.7,9,200,10,75,19,0,19
2019-04-02T02:00:38,32.5,48.5,1015.7,'Light Rain',1.3,9,200,10,75,19,0,19
2019-04-02T03:00:38,32.1,46.7,1015.5,'Rain Shower',1.3,13,240,10,25,19,0,19
2019-04-02T04:00:37,31.7,48.1,1015.3,'Rain Shower',0.9,20,210,10,25,19,0,19
2019-04-02T05:00:38,31.4,46.6,1015.8,'Rain Shower',0.4,20,190,10,75,18,0,18
2019-04-02T06:00:38,30.7,48.4,1016.7,'Rain Shower',0,11,160,10,75,18,0,18
2019-04-02T07:00:37,31.2,48.6,1016.8,Overcast,0,9,170,10,100,17,0,17
2019-04-02T08:00:37,30.9,49.7,1017.3,Overcast,0,19,200,10,100,18,4,18
2019-04-02T09:00:37,30.9,47.6,1018,'Partly cloudy',0,17,190,10,75,18,5,18
2019-04-02T10:00:37,31.6,48.6,1018.9,Overcast,0,20,180,10,100,19,4,19
2019-04-02T11:00:37,32.6,47.3,1019.2,'Partly cloudy',0,22,200,10,75,20,6,20
2019-04-02T12:00:37,33.5,45.8,1019.3,'Partly cloudy',0,28,200,10,50,20,6,20
2019-04-02T13:00:37,34.4,44.6,1019.3,'Partly cloudy',0,26,200,10,50,20,6,20
2019-04-02T14:00:38,34.8,43.9,1019.2,'Partly cloudy',0,26,200,10,50,20,6,20
2019-04-02T15:00:37,35.1,43.1,1018.8,'Partly cloudy',0,33,210,10,25,20,6,20
2019-04-02T16:00:38,35,39,1018.7,'Partly cloudy',0,31,200,10,25,21,6,21
2019-04-02T17:00:48,34.9,42.9,1018.7,'Partly cloudy',0,30,210,10,50,20,6,20
2019-04-02T18:00:38,34.1,42.6,1018.8,'Partly cloudy',0,28,200,10,25,19,5,19
2019-04-02T19:00:36,33.1,41.5,1019.4,'Partly cloudy',0,30,210,10,25,18,5,18
2019-04-02T20:00:37,33.2,42,1019.6,Clear,0,24,200,10,0,17,0,17
2019-04-02T21:00:38,32.7,42.4,1020.3,Clear,0,26,210,10,0,17,0,17
2019-04-02T22:00:37,32.4,42.8,1021,Clear,0,20,200,10,0,17,0,17
2019-04-02T23:00:38,30.9,43.1,1021.4,Clear,0,15,190,10,0,17,0,17
2019-04-03T00:00:39,29.8,43.6,1021.4,Clear,0,9,190,10,0,16,0,16
2019-04-03T01:00:38,28.9,43.7,1021.1,'Partly cloudy',0,9,190,10,50,16,0,16
2019-04-03T02:00:37,28.3,44,1021.1,'Partly cloudy',0,6,150,10,75,15,0,15
2019-04-03T03:00:38,27.6,44.3,1021.1,'Partly cloudy',0,7,160,10,75,14,0,14
2019-04-03T04:00:37,27.1,43.8,1020.8,'Partly cloudy',0,15,150,10,75,14,0,15
2019-04-03T05:00:38,27,44,1020.9,'Partly cloudy',0,13,140,10,75,14,0,15
2019-04-03T06:00:37,26.4,41.4,1021.1,'Partly cloudy',0,13,150,10,75,13,0,14
2019-04-03T07:00:38,26.8,42.9,1021.3,'Light Rain Shower',0,9,130,10,75,14,0,14
2019-04-03T08:00:38,26.6,44.8,1021.9,'Partly cloudy',0,11,160,10,75,13,4,14
2019-04-03T09:00:38,26.9,44.4,1022.7,'Partly cloudy',0,15,170,10,50,13,4,14
2019-04-03T10:00:37,28.1,44.1,1022.7,Sunny,0.1,15,150,10,0,16,5,16
2019-04-03T11:00:38,29.2,45.2,1023.3,Sunny,0.2,11,140,10,0,17,5,17
2019-04-03T12:00:38,29.6,45.4,1023.7,'Partly cloudy',0.3,11,130,10,75,19,5,19
2019-04-03T13:00:38,29.7,45.2,1023.6,Overcast,0.3,11,100,10,100,19,4,19
2019-04-03T14:00:38,30.4,45,1023.3,Overcast,0.3,11,100,10,100,19,4,19
2019-04-03T15:00:38,30.4,45.3,1022.8,'Partly cloudy',0.4,2,260,10,75,18,5,18
2019-04-03T16:00:39,30.5,45.2,1022.5,Overcast,0.4,2,340,10,100,19,4,19
2019-04-03T17:00:38,30.3,45.4,1022.3,Overcast,0.4,7,90,10,100,19,4,19
2019-04-03T18:00:38,30.1,47.6,1022.7,'Light Rain',0.4,6,80,10,100,19,4,19
2019-04-03T19:00:38,30.5,46.8,1023,'Light Rain',0.4,4,20,10,100,18,4,18
2019-04-03T20:00:38,31.9,45.1,1023.3,'Light Rain',0.5,0,0,10,75,17,0,17
2019-04-03T21:00:38,32.2,43.1,1023.8,'Partly cloudy',0.4,4,140,10,75,17,0,17
2019-04-03T22:00:38,31.9,43.4,1023.9,'Partly cloudy',0.5,7,120,10,75,17,0,17
2019-04-03T23:00:38,30.9,44.6,1024,Overcast,0.2,9,120,10,100,17,0,17
2019-04-04T00:00:38,30.2,46.9,1024,Overcast,0,7,80,10,100,16,0,16
2019-04-04T01:00:38,29.6,46.2,1023.5,'Partly cloudy',0,7,140,10,50,16,0,16
2019-04-04T02:00:37,29.1,45.6,1023.2,Overcast,0,7,140,10,100,16,0,16
2019-04-04T03:00:38,28.8,45.3,1023,'Partly cloudy',0,9,120,10,50,16,0,16
2019-04-04T04:00:39,28.6,45.6,1022.5,Overcast,0,9,130,10,100,15,0,15
2019-04-04T05:00:37,28.2,45.2,1022.1,'Partly cloudy',0,13,130,10,75,14,0,15
2019-04-04T06:00:39,27.7,46.6,1022.4,Clear,0,11,130,10,0,13,0,14
2019-04-04T07:00:38,27.9,46.6,1022.4,Overcast,0,11,110,10,100,13,0,14
2019-04-04T08:00:38,27.9,45.8,1022.6,'Partly cloudy',0,6,90,10,50,13,4,13
2019-04-04T09:00:38,27.9,47.3,1022.9,Sunny,0,4,130,10,0,15,4,14
2019-04-04T10:00:38,28.7,46.2,1022.9,'Partly cloudy',0,7,130,10,25,15,5,15
2019-04-04T11:00:37,30,47.3,1023.1,Sunny,0,6,200,10,0,17,5,17
2019-04-04T12:00:38,31.6,47.2,1022.6,'Partly cloudy',0,9,180,10,75,18,5,18
2019-04-04T13:00:38,33.3,46.8,1021.8,'Partly cloudy',0,7,210,10,25,19,5,19
2019-04-04T14:00:37,33.8,44,1021.2,'Partly cloudy',0,7,210,10,25,19,5,19
2019-04-04T15:00:37,34.1,43.1,1020.6,Sunny,0,7,220,10,0,20,6,20
2019-04-04T16:00:38,33.8,43.6,1020.3,'Partly cloudy',0,13,220,10,50,21,6,21
2019-04-04T17:00:39,34.6,42.8,1020.1,'Partly cloudy',0,19,220,10,75,20,6,20
2019-04-04T18:00:38,34.7,44,1020,'Partly cloudy',0,19,240,10,25,19,5,19
2019-04-04T19:00:39,33.9,44.1,1020.3,'Partly cloudy',0,15,220,10,25,19,5,19
2019-04-04T20:00:48,33.5,44,1020.6,Clear,0,19,220,10,0,17,0,17
2019-04-04T21:00:38,33.1,44.4,1020.9,Clear,0,20,220,10,0,17,0,17
2019-04-04T22:00:37,32.9,43.2,1021.2,'Partly cloudy',0,20,220,10,50,17,0,17
2019-04-04T23:00:37,31.6,43.8,1021.4,Clear,0,19,210,10,0,17,0,17
2019-04-05T00:00:38,30.3,45.7,1021.3,Clear,0,15,210,10,0,17,0,17
2019-04-05T01:00:38,29.7,43.4,1021,Clear,0,17,210,10,0,17,0,17
2019-04-05T02:00:38,29,44.6,1020.8,Clear,0,17,200,10,0,16,0,16
2019-04-05T03:00:38,28.2,44.8,1020.6,Clear,0,9,170,10,0,15,0,15
2019-04-05T04:00:38,27.6,44.4,1019.9,Clear,0,7,200,10,0,15,0,15
2019-04-05T05:00:38,27,44.8,1019.6,Clear,0,7,190,10,0,14,0,14
2019-04-05T06:00:39,26.9,44.3,1019.5,Clear,0,6,130,10,0,13,0,13
2019-04-05T07:00:43,27,45.8,1019.6,'Partly cloudy',0,6,150,10,75,12,0,12
2019-04-05T08:00:39,27.2,46.6,1020,'Partly cloudy',0,6,110,10,75,12,4,12
2019-04-05T09:00:39,27.2,45.5,1020.2,Overcast,0,4,120,10,100,15,3,14
2019-04-05T10:00:38,27.9,45.3,1020.5,Overcast,0,6,160,10,100,14,3,14
2019-04-05T11:00:38,29.3,45.4,1020.5,Sunny,0,6,160,10,0,16,5,16
2019-04-05T12:00:37,30.7,45,1019.9,Sunny,0.1,11,230,10,0,17,5,17
2019-04-05T13:00:38,32.3,44.1,1019.7,Sunny,0.1,9,230,10,0,19,5,19
2019-04-05T14:00:38,33.3,43.5,1019,Sunny,0,9,230,10,0,19,5,19
2019-04-05T15:00:37,33.9,42.3,1018.2,Sunny,0,13,240,10,0,20,6,20
2019-04-05T16:00:39,34.4,41.4,1017.9,Sunny,0,17,240,10,0,21,6,21
2019-04-05T17:00:38,34.4,42,1017.4,Sunny,0.1,19,240,10,0,21,6,21
2019-04-05T18:00:40,34.1,42.8,1017.6,Sunny,0.1,15,230,10,0,20,6,20
2019-04-05T19:00:38,34.3,42.9,1017.9,'Partly cloudy',0.1,17,220,10,75,19,5,19
2019-04-05T20:00:40,33.7,41.5,1018.3,'Partly cloudy',0.1,15,210,10,75,18,0,18
2019-04-05T21:00:38,33.4,41.3,1018.6,'Partly cloudy',0.1,13,190,10,50,17,0,17
2019-04-05T22:00:38,32.6,42.1,1019,Clear,0,7,140,10,0,17,0,17
2019-04-05T23:00:38,32,41.9,1018.9,Clear,0,4,90,10,0,16,0,16
2019-04-06T00:00:38,31,42.7,1018.7,'Partly cloudy',0,2,10,10,25,15,0,15
2019-04-06T01:00:37,30.2,43.2,1018.5,'Partly cloudy',0,4,80,10,75,16,0,16
2019-04-06T02:00:37,29.4,43.5,1018.9,'Shower In Vicinity',0,7,120,10,75,16,0,16
2019-04-06T03:00:37,29.6,44.1,1019,'Shower In Vicinity',0,9,120,10,75,16,0,16
2019-04-06T04:00:39,29.4,43.8,1018.7,'Shower In Vicinity',0,6,100,10,75,15,0,15
2019-04-06T05:00:37,29.2,43.3,1018.6,Drizzle,0,4,40,10,75,16,0,15
2019-04-06T06:00:37,28.9,44.2,1018.5,'Light Rain, Rain Shower',0.1,7,70,10,75,15,0,15
2019-04-06T07:00:38,28.9,44.6,1019.1,'Rain, Light Rain, Rain Shower',0.1,11,100,6,100,13,0,14
2019-04-06T08:00:39,28.7,45.3,1019.2,'Light Rain, Rain Shower',0.1,6,80,6,100,14,3,14
2019-04-06T09:00:38,28.7,43.6,1019.7,'Rain, Light Rain, Rain Shower',0,7,150,5,100,14,3,14
2019-04-06T10:00:37,28.7,45.4,1019.9,'Light Rain, Rain',0,7,140,10,75,14,3,14
2019-04-06T11:00:38,29.2,45.2,1020,'Light Drizzle, Rain',0,7,150,10,100,15,4,15
2019-04-06T12:00:39,29.3,45.6,1020,'Light Rain, Rain',0,7,140,10,100,15,4,15
2019-04-06T13:00:37,30.1,45.9,1019.3,'Light Rain, Rain',0,7,130,10,100,15,4,15
2019-04-06T14:00:38,30.4,45.3,1018.9,'Light Rain, Rain',0,7,130,10,100,15,4,15
2019-04-06T15:00:38,30.2,46.5,1018.5,'Light Rain, Rain',0,6,10,10,75,16,4,16
2019-04-06T16:00:37,30.6,46.5,1018.1,'Light Rain, Rain',0,4,60,10,100,17,4,17
2019-04-06T17:00:39,30.9,46.4,1017.7,'Partly cloudy',0,11,90,10,75,18,5,18
2019-04-06T18:00:38,32,47.8,1017.7,'Partly cloudy',0,9,120,10,25,18,5,18
2019-04-06T19:00:37,31.8,46.4,1017.9,'Partly cloudy',0,2,60,10,75,18,5,18
2019-04-06T20:00:38,31,45.8,1018,Clear,0,9,210,10,0,16,0,16
2019-04-06T21:00:38,30.6,44.9,1018.5,'Partly cloudy',0,11,190,10,25,16,0,16
2019-04-06T22:00:39,30.2,44.9,1018.3,'Partly cloudy',0,7,170,10,75,15,0,15
2019-04-06T23:00:38,28.9,44.5,1018.4,'Rain Shower',0,6,100,10,75,15,0,15
2019-04-07T00:00:38,28,45.8,1018.3,'Partly cloudy',0,5,187,17,47,16,0,16
2019-04-07T01:00:37,27.3,45.8,1018.1,'Shower In Vicinity, Rain Shower',0,2,360,10,100,14,0,14
2019-04-07T02:00:37,27.2,46.5,1018,'Light Rain, Rain Shower',0,11,250,10,75,14,0,15
2019-04-07T02:00:38,26.9,45.1,1017.7,'Light Rain',0,6,80,10,75,15,0,15
2019-04-07T03:00:37,26.6,45.7,1017.4,'Shower In Vicinity',0,6,120,10,50,14,0,14
2019-04-07T04:00:37,26.1,46.1,1017.1,'Partly cloudy',0,4,360,10,75,13,0,13
2019-04-07T05:00:38,25.9,44.8,1017.2,'Partly cloudy',0,15,170,10,75,10,0,12
2019-04-07T06:00:37,25.7,43.8,1017.4,'Partly cloudy',0,15,140,10,75,10,0,12
2019-04-07T07:00:37,25.6,45.7,1018,'Partly cloudy',0,11,140,10,25,11,4,12
2019-04-07T08:00:37,25.7,45.7,1018.4,Sunny,0,11,170,10,0,11,4,12
2019-04-07T09:00:37,26.4,46.1,1018.7,Sunny,0,9,170,10,0,12,4,13
2019-04-07T10:00:46,27.5,47.4,1018.9,Sunny,0,9,160,10,0,15,5,15
2019-04-07T11:00:37,28.8,49.4,1018.9,Sunny,0,17,180,10,0,16,5,16
2019-04-07T12:00:38,30,45.9,1018.7,'Partly cloudy',0,22,190,10,25,17,5,17
2019-04-07T13:00:37,31.5,44.2,1018.1,'Partly cloudy',0,22,190,10,25,17,5,17
2019-04-07T14:00:43,31.6,43.4,1017.7,Sunny,0,28,210,10,0,18,5,18
2019-04-07T15:00:37,32.1,42.4,1017.5,'Partly cloudy',0,26,210,10,25,18,5,18
2019-04-07T16:00:37,32.2,41.2,1017.1,'Partly cloudy',0,22,220,10,50,18,5,18
2019-04-07T17:00:44,32.2,38.8,1017,'Partly cloudy',0,22,220,10,25,17,5,17
2019-04-07T18:00:38,31.9,39.5,1017.2,'Partly cloudy',0,22,220,10,25,16,5,16
2019-04-07T19:00:37,31.8,41.6,1017.3,'Partly cloudy',0,24,210,10,50,13,0,15
2019-04-07T20:00:37,30.7,40.7,1017.6,'Partly cloudy',0,11,210,10,25,13,0,14
2019-04-07T21:00:37,30.6,42.4,1017.7,'Partly cloudy',0,15,210,10,75,14,0,15
2019-04-07T22:00:38,30.6,41.3,1017.8,'Partly cloudy',0,9,200,10,50,15,0,15
2019-04-07T23:00:38,29.4,42.3,1017.7,'Partly cloudy',0,11,220,10,50,14,0,15
2019-04-08T00:00:40,28.2,42.9,1017.2,'Rain Shower',0,11,250,10,50,14,0,15
2019-04-08T01:00:38,27.5,43.1,1016.5,'Shower In Vicinity, Rain Shower',0,11,240,10,25,13,0,14
2019-04-08T02:00:38,26.9,42.7,1016.5,Clear,0,15,290,10,0,13,0,14
2019-04-08T03:00:38,26.4,43.3,1016.4,'Rain Shower',0,13,250,10,75,12,0,13
2019-04-08T04:00:38,25.7,42.7,1016.1,'Rain Shower',0,6,20,10,25,11,0,11
2019-04-08T05:00:39,25.3,43.2,1016.3,Clear,0,6,360,10,0,11,0,11
2019-04-08T06:00:38,24.8,43.2,1016.5,Clear,0,6,100,10,0,11,0,11
2019-04-08T07:00:37,24.5,43.8,1016.7,Sunny,0,11,130,10,0,8,4,10
2019-04-08T08:00:37,24.6,44.2,1017.3,Sunny,0,2,50,10,0,10,4,10
2019-04-08T09:00:37,25.8,46,1017.7,Sunny,0,6,150,10,0,12,4,12
2019-04-08T10:00:38,27.5,45.4,1017.3,Sunny,0,6,230,10,0,14,4,14
2019-04-08T11:00:38,29,43.4,1017,Sunny,0,6,200,10,0,15,5,15
2019-04-08T12:00:38,30.9,44.6,1016.9,Sunny,0,7,210,10,0,17,5,17
2019-04-08T13:00:38,32,43,1016.5,Sunny,0,7,210,10,0,17,5,17
2019-04-08T14:00:37,32.7,42.5,1016.3,Sunny,0,30,220,10,0,19,5,19
2019-04-08T15:00:38,33.4,42.1,1016.2,'Partly cloudy',0,28,210,10,25,19,5,19
2019-04-08T16:00:38,32.7,40.6,1016.3,Sunny,0,30,210,10,0,19,5,19
